"subjectID","wave","task","run","nVols","percent"
"TAG166",1,"DSD",2,2,0.9
"TAG166",1,"rest",1,0,0
"TAG166",1,"rest",2,0,0
"TAG166",1,"SVC",1,3,1.7
"TAG167",1,"DSD",1,0,0
"TAG167",1,"DSD",2,11,4.9
"TAG167",1,"rest",1,2,0.7
"TAG167",1,"SVC",1,0,0
"TAG167",1,"SVC",2,0,0
"TAG169",1,"DSD",1,8,3.6
"TAG169",1,"DSD",2,12,5.3
"TAG169",1,"rest",1,0,0
"TAG169",1,"rest",2,0,0
"TAG169",1,"SVC",1,3,1.7
"TAG169",1,"SVC",2,2,1.1
"TAG173",1,"DSD",2,0,0
"TAG173",1,"rest",1,0,0
"TAG173",1,"rest",2,0,0
"TAG173",1,"SVC",1,1,0.6
"TAG173",1,"SVC",2,0,0
"TAG174",1,"SVC",1,2,1.1
"TAG174",1,"SVC",2,7,3.9
"TAG175",1,"DSD",1,21,9.3
"TAG175",1,"DSD",2,28,12.4
"TAG175",1,"SVC",1,0,0
"TAG175",1,"SVC",2,2,1.1
"TAG176",1,"DSD",1,27,12
"TAG176",1,"DSD",2,65,28.9
"TAG176",1,"rest",1,3,1.1
"TAG176",1,"rest",2,0,0
"TAG176",1,"SVC",1,3,1.7
"TAG176",1,"SVC",2,0,0
"TAG177",1,"rest",1,0,0
"TAG177",1,"rest",2,12,4.4
"TAG177",1,"SVC",1,0,0
"TAG179",1,"DSD",1,0,0
"TAG179",1,"DSD",2,2,0.9
"TAG179",1,"rest",1,0,0
"TAG179",1,"rest",2,0,0
"TAG179",1,"SVC",1,0,0
"TAG179",1,"SVC",2,0,0
"TAG180",1,"DSD",1,0,0
"TAG180",1,"DSD",2,1,0.4
"TAG180",1,"rest",1,0,0
"TAG180",1,"rest",2,0,0
"TAG180",1,"SVC",1,0,0
"TAG180",1,"SVC",2,0,0
"TAG181",1,"DSD",1,3,1.3
"TAG181",1,"DSD",2,8,3.6
"TAG181",1,"rest",1,0,0
"TAG181",1,"rest",2,1,0.4
"TAG181",1,"SVC",1,4,2.2
"TAG181",1,"SVC",2,2,1.1
"TAG186",1,"DSD",1,38,16.9
"TAG186",1,"DSD",2,48,21.3
"TAG186",1,"rest",1,0,0
"TAG186",1,"rest",2,13,4.8
"TAG186",1,"SVC",1,7,3.9
"TAG186",1,"SVC",2,35,19.4
"TAG188",1,"DSD",1,7,3.1
"TAG188",1,"rest",2,5,1.3
"TAG188",1,"SVC",1,17,9.4
"TAG188",1,"SVC",2,81,45
"TAG190",1,"DSD",1,85,37.8
"TAG190",1,"DSD",2,87,38.7
"TAG190",1,"rest",1,2,0.7
"TAG190",1,"rest",2,17,6.3
"TAG190",1,"SVC",1,9,5
"TAG190",1,"SVC",2,17,9.4
"TAG192",1,"DSD",1,75,33.3
"TAG192",1,"DSD",2,108,48
"TAG192",1,"rest",1,9,3.3
"TAG192",1,"rest",2,10,3.7
"TAG192",1,"SVC",1,15,8.3
"TAG192",1,"SVC",2,49,27.2
"TAG194",1,"DSD",1,4,1.8
"TAG194",1,"rest",1,5,1.9
"TAG194",1,"rest",2,2,0.7
"TAG194",1,"SVC",1,1,0.6
"TAG194",1,"SVC",2,3,1.7
"TAG200",1,"DSD",1,14,6.2
"TAG200",1,"DSD",2,13,5.8
"TAG200",1,"rest",1,3,0.8
"TAG200",1,"rest",2,3,0.8
"TAG200",1,"SVC",1,5,2.8
"TAG200",1,"SVC",2,1,0.6
"TAG202",1,"DSD",1,0,0
"TAG202",1,"DSD",2,11,5.2
"TAG202",1,"rest",1,0,0
"TAG202",1,"rest",2,0,0
"TAG202",1,"SVC",1,0,0
"TAG202",1,"SVC",2,9,5
"TAG203",1,"DSD",1,11,4.9
"TAG203",1,"DSD",2,6,2.7
"TAG203",1,"rest",1,0,0
"TAG203",1,"rest",2,6,1.5
"TAG203",1,"SVC",1,2,1.1
"TAG203",1,"SVC",2,7,3.9
"TAG206",1,"DSD",1,0,0
"TAG206",1,"DSD",2,49,21.8
"TAG206",1,"rest",1,0,0
"TAG206",1,"rest",2,0,0
"TAG206",1,"SVC",1,1,0.6
"TAG206",1,"SVC",2,1,0.6
"TAG207",1,"DSD",1,3,1.3
"TAG207",1,"DSD",2,6,2.7
"TAG207",1,"rest",1,0,0
"TAG207",1,"rest",2,2,0.7
"TAG207",1,"SVC",1,1,0.6
"TAG207",1,"SVC",2,2,1.1
"TAG208",1,"DSD",1,1,0.4
"TAG208",1,"DSD",2,3,1.3
"TAG208",1,"rest",1,0,0
"TAG208",1,"rest",2,0,0
"TAG208",1,"SVC",1,0,0
"TAG208",1,"SVC",2,0,0
"TAG209",1,"DSD",1,0,0
"TAG209",1,"DSD",2,0,0
"TAG209",1,"rest",1,0,0
"TAG209",1,"rest",2,0,0
"TAG209",1,"SVC",1,0,0
"TAG209",1,"SVC",2,0,0
"TAG210",1,"DSD",1,0,0
"TAG210",1,"DSD",2,4,1.8
"TAG210",1,"rest",1,0,0
"TAG210",1,"rest",2,0,0
"TAG210",1,"SVC",1,0,0
"TAG210",1,"SVC",2,0,0
"TAG211",1,"DSD",1,8,3.6
"TAG211",1,"DSD",2,7,3.1
"TAG211",1,"rest",1,0,0
"TAG211",1,"rest",2,1,0.4
"TAG211",1,"SVC",1,0,0
"TAG211",1,"SVC",2,13,7.2
"TAG215",1,"DSD",1,7,3.1
"TAG215",1,"DSD",2,7,3.1
"TAG215",1,"rest",1,0,0
"TAG215",1,"rest",2,0,0
"TAG215",1,"SVC",1,0,0
"TAG215",1,"SVC",2,0,0
"TAG218",1,"DSD",1,0,0
"TAG218",1,"DSD",2,0,0
"TAG218",1,"rest",1,0,0
"TAG218",1,"rest",2,0,0
"TAG218",1,"SVC",1,0,0
"TAG218",1,"SVC",2,0,0
"TAG220",1,"DSD",1,2,0.9
"TAG220",1,"DSD",2,2,0.9
"TAG220",1,"rest",1,0,0
"TAG220",1,"rest",2,0,0
"TAG220",1,"SVC",1,0,0
"TAG221",1,"DSD",1,11,4.9
"TAG221",1,"DSD",2,24,10.7
"TAG221",1,"rest",1,0,0
"TAG221",1,"rest",2,2,0.7
"TAG221",1,"SVC",1,7,3.9
"TAG221",1,"SVC",2,17,9.4
"TAG223",1,"DSD",1,0,0
"TAG223",1,"DSD",2,0,0
"TAG223",1,"rest",1,0,0
"TAG223",1,"rest",2,0,0
"TAG223",1,"SVC",1,0,0
"TAG223",1,"SVC",2,0,0
"TAG224",1,"DSD",1,0,0
"TAG224",1,"DSD",2,3,1.3
"TAG224",1,"rest",1,0,0
"TAG224",1,"rest",2,0,0
"TAG224",1,"SVC",1,14,7.8
"TAG224",1,"SVC",2,0,0
"TAG225",1,"DSD",1,11,4.9
"TAG225",1,"DSD",2,44,19.6
"TAG225",1,"rest",1,4,1
"TAG225",1,"rest",2,3,0.8
"TAG225",1,"SVC",1,0,0
"TAG225",1,"SVC",2,2,1.1
"TAG232",1,"DSD",1,14,6.2
"TAG232",1,"DSD",2,16,7.1
"TAG232",1,"rest",1,0,0
"TAG232",1,"rest",2,1,0.3
"TAG232",1,"SVC",1,1,0.6
"TAG232",1,"SVC",2,3,1.7
"TAG233",1,"rest",1,44,11.1
"TAG233",1,"rest",2,1,4.5
"TAG233",1,"SVC",1,37,20.6
"TAG233",1,"SVC",2,116,64.4
"TAG238",1,"DSD",1,0,0
"TAG238",1,"DSD",2,1,0.4
"TAG238",1,"rest",1,0,0
"TAG238",1,"rest",2,0,0
"TAG238",1,"SVC",1,0,0
"TAG238",1,"SVC",2,0,0
"TAG240",1,"DSD",1,4,1.8
"TAG240",1,"DSD",2,28,12.4
"TAG240",1,"rest",1,1,0.3
"TAG240",1,"rest",2,1,0.3
"TAG240",1,"SVC",2,0,0
"TAG243",1,"DSD",1,0,0
"TAG243",1,"DSD",2,0,0
"TAG243",1,"rest",1,0,0
"TAG243",1,"rest",2,0,0
"TAG243",1,"SVC",1,0,0
"TAG243",1,"SVC",2,0,0
"TAG244",1,"DSD",1,123,54.7
"TAG244",1,"DSD",2,74,32.9
"TAG244",1,"rest",1,0,0
"TAG244",1,"rest",2,3,0.8
"TAG244",1,"SVC",1,7,3.9
"TAG244",1,"SVC",2,23,12.8
"TAG247",1,"SVC",1,33,18.3
"TAG250",1,"DSD",1,1,0.4
"TAG250",1,"DSD",2,9,4
"TAG250",1,"rest",1,0,0
"TAG250",1,"rest",2,0,0
"TAG250",1,"SVC",1,1,0.6
"TAG250",1,"SVC",2,2,1.1
"TAG252",1,"rest",1,0,0
"TAG252",1,"rest",2,2,0.5
"TAG253",1,"DSD",1,6,2.7
"TAG253",1,"DSD",2,40,17.8
"TAG253",1,"rest",1,13,3.3
"TAG253",1,"rest",2,1,0.3
"TAG253",1,"SVC",1,13,7.2
"TAG253",1,"SVC",2,9,5
"TAG261",1,"rest",1,3,0.8
"TAG261",1,"rest",2,37,21.5
"TAG261",1,"SVC",1,29,16.1
"TAG261",1,"SVC",2,87,48.3
"TAG266",1,"DSD",1,0,0
"TAG266",1,"DSD",2,0,0
"TAG266",1,"rest",1,0,0
"TAG266",1,"rest",2,0,0
"TAG266",1,"SVC",1,0,0
"TAG266",1,"SVC",2,0,0
