"subjectID","wave","task","run","nVols","percent"
"TAG125",2,"DSD",2,20,8.9
"TAG125",2,"rest",1,0,0
"TAG125",2,"rest",2,2,0.5
"TAG125",2,"SVC",1,0,0
"TAG125",2,"SVC",2,0,0
"TAG130",2,"DSD",1,6,2.7
"TAG130",2,"DSD",2,15,6.7
"TAG130",2,"rest",1,0,0
"TAG130",2,"rest",2,0,0
"TAG130",2,"SVC",1,2,1.1
"TAG130",2,"SVC",2,2,1.1
"TAG131",2,"DSD",1,0,0
"TAG131",2,"DSD",2,17,7.6
"TAG131",2,"rest",1,0,0
"TAG131",2,"rest",2,20,5.1
"TAG131",2,"SVC",1,0,0
"TAG131",2,"SVC",2,5,2.8
"TAG132",2,"DSD",1,0,0
"TAG132",2,"DSD",2,0,0
"TAG132",2,"rest",1,0,0
"TAG132",2,"rest",2,0,0
"TAG132",2,"SVC",1,3,1.7
"TAG132",2,"SVC",2,0,0
"TAG138",2,"DSD",1,1,0.4
"TAG138",2,"DSD",2,3,1.3
"TAG138",2,"rest",1,0,0
"TAG138",2,"rest",2,0,0
"TAG138",2,"SVC",1,0,0
"TAG138",2,"SVC",2,0,0
"TAG140",2,"DSD",1,0,0
"TAG140",2,"DSD",2,0,0
"TAG140",2,"rest",1,0,0
"TAG140",2,"rest",2,0,0
"TAG140",2,"SVC",1,0,0
"TAG140",2,"SVC",2,0,0
"TAG141",2,"DSD",1,10,4.4
"TAG141",2,"DSD",2,3,1.3
"TAG141",2,"rest",1,0,0
"TAG141",2,"rest",2,1,0.3
"TAG141",2,"SVC",1,0,0
"TAG141",2,"SVC",2,1,0.6
"TAG143",2,"DSD",1,38,16.9
"TAG143",2,"DSD",2,50,22.2
"TAG143",2,"rest",1,0,0
"TAG143",2,"rest",2,0,0
"TAG143",2,"SVC",1,1,0.6
"TAG143",2,"SVC",2,9,5
"TAG144",2,"DSD",1,12,5.3
"TAG144",2,"DSD",2,22,9.8
"TAG144",2,"rest",1,0,0
"TAG144",2,"rest",2,0,0
"TAG144",2,"SVC",1,0,0
"TAG144",2,"SVC",2,0,0
"TAG149",2,"DSD",1,0,0
"TAG149",2,"DSD",2,0,0
"TAG149",2,"rest",1,0,0
"TAG149",2,"rest",2,0,0
"TAG149",2,"SVC",1,2,1.1
"TAG149",2,"SVC",2,0,0
"TAG155",2,"DSD",1,0,0
"TAG155",2,"DSD",2,0,0
"TAG155",2,"rest",1,0,0
"TAG155",2,"rest",2,0,0
"TAG155",2,"SVC",1,2,1.1
"TAG155",2,"SVC",2,2,1.1
"TAG159",2,"DSD",1,0,0
"TAG159",2,"DSD",2,9,4
"TAG159",2,"rest",1,0,0
"TAG159",2,"rest",2,0,0
"TAG159",2,"SVC",1,0,0
"TAG159",2,"SVC",2,2,1.1
"TAG160",2,"DSD",1,0,0
"TAG160",2,"DSD",2,15,6.7
"TAG160",2,"rest",1,3,0.8
"TAG160",2,"rest",2,3,0.8
"TAG160",2,"SVC",1,8,4.4
"TAG160",2,"SVC",2,7,3.9
"TAG164",2,"DSD",1,2,0.9
"TAG164",2,"DSD",2,6,2.7
"TAG164",2,"rest",1,0,0
"TAG164",2,"rest",2,4,1
"TAG164",2,"SVC",1,1,0.6
"TAG164",2,"SVC",2,0,0
"TAG166",2,"DSD",1,0,0
"TAG166",2,"DSD",2,0,0
"TAG166",2,"rest",1,0,0
"TAG166",2,"rest",2,0,0
"TAG166",2,"SVC",1,0,0
"TAG166",2,"SVC",2,0,0
"TAG167",2,"DSD",1,0,0
"TAG167",2,"DSD",2,7,3.1
"TAG167",2,"rest",1,0,0
"TAG167",2,"rest",2,0,0
"TAG167",2,"SVC",1,0,0
"TAG167",2,"SVC",2,0,0
"TAG169",2,"DSD",1,0,0
"TAG169",2,"DSD",2,7,3.1
"TAG169",2,"rest",1,0,0
"TAG169",2,"rest",2,0,0
"TAG169",2,"SVC",1,5,2.8
"TAG169",2,"SVC",2,8,4.4
"TAG173",2,"DSD",1,3,1.3
"TAG173",2,"DSD",2,2,0.9
"TAG173",2,"rest",1,0,0
"TAG173",2,"rest",2,0,0
"TAG173",2,"SVC",1,0,0
"TAG173",2,"SVC",2,0,0
"TAG175",2,"DSD",1,109,48.4
"TAG175",2,"DSD",2,91,40.4
"TAG175",2,"rest",1,29,7.3
"TAG175",2,"rest",2,56,14.2
"TAG175",2,"SVC",1,2,1.1
"TAG175",2,"SVC",2,65,36.1
"TAG176",2,"DSD",1,10,4.4
"TAG176",2,"DSD",2,29,12.9
"TAG176",2,"rest",1,0,0
"TAG176",2,"rest",2,11,2.8
"TAG176",2,"SVC",1,0,0
"TAG176",2,"SVC",2,21,11.7
"TAG177",2,"DSD",1,17,7.6
"TAG177",2,"DSD",2,52,23.1
"TAG177",2,"rest",1,0,0
"TAG177",2,"rest",2,13,3.3
"TAG177",2,"SVC",1,2,1.1
"TAG177",2,"SVC",2,31,17.2
"TAG179",2,"DSD",1,94,41.8
"TAG179",2,"DSD",2,165,73.3
"TAG179",2,"rest",1,0,0
"TAG179",2,"rest",2,32,8.1
"TAG179",2,"SVC",1,3,1.7
"TAG179",2,"SVC",2,7,3.9
"TAG180",2,"DSD",1,0,0
"TAG180",2,"DSD",2,2,0.9
"TAG180",2,"rest",1,0,0
"TAG180",2,"rest",2,0,0
"TAG180",2,"SVC",1,2,1.1
"TAG180",2,"SVC",2,0,0
"TAG181",2,"DSD",1,0,0
"TAG181",2,"DSD",2,1,0.4
"TAG181",2,"rest",1,0,0
"TAG181",2,"rest",2,0,0
"TAG181",2,"SVC",1,0,0
"TAG181",2,"SVC",2,2,1.1
"TAG186",2,"DSD",1,6,2.7
"TAG186",2,"DSD",2,1,0.4
"TAG186",2,"rest",1,0,0
"TAG186",2,"rest",2,0,0
"TAG186",2,"SVC",1,0,0
"TAG186",2,"SVC",2,5,2.8
"TAG188",2,"DSD",1,42,18.7
"TAG188",2,"DSD",2,61,27.1
"TAG188",2,"rest",1,7,1.8
"TAG188",2,"rest",2,10,2.5
"TAG188",2,"SVC",1,19,10.6
"TAG188",2,"SVC",2,39,21.7
"TAG190",2,"DSD",1,2,13.3
"TAG190",2,"rest",1,13,3.3
"TAG190",2,"rest",2,10,2.5
"TAG190",2,"SVC",1,16,8.9
"TAG190",2,"SVC",2,74,41.1
"TAG194",2,"DSD",1,2,0.9
"TAG194",2,"DSD",2,5,2.2
"TAG194",2,"rest",1,1,0.3
"TAG194",2,"rest",2,0,0
"TAG194",2,"SVC",1,0,0
"TAG194",2,"SVC",2,0,0
"TAG200",2,"DSD",1,1,0.4
"TAG200",2,"DSD",2,6,2.7
"TAG200",2,"rest",1,0,0
"TAG200",2,"rest",2,0,0
"TAG200",2,"SVC",1,1,0.6
"TAG200",2,"SVC",2,3,1.7
"TAG202",2,"DSD",1,20,8.9
"TAG202",2,"DSD",2,14,6.2
"TAG202",2,"rest",1,0,0
"TAG202",2,"rest",2,0,0
"TAG202",2,"SVC",1,6,3.3
"TAG202",2,"SVC",2,9,5
"TAG203",2,"DSD",1,1,0.4
"TAG203",2,"DSD",2,7,3.1
"TAG203",2,"rest",1,2,0.5
"TAG203",2,"rest",2,0,0
"TAG203",2,"SVC",1,1,0.6
"TAG203",2,"SVC",2,3,1.7
"TAG205",2,"DSD",1,2,0.9
"TAG205",2,"DSD",2,7,3.1
"TAG205",2,"rest",1,0,0
"TAG205",2,"rest",2,1,0.3
"TAG205",2,"SVC",1,2,1.1
"TAG205",2,"SVC",2,1,0.6
"TAG206",2,"DSD",1,0,0
"TAG206",2,"DSD",2,23,10.2
"TAG206",2,"rest",1,0,0
"TAG206",2,"rest",2,0,0
"TAG206",2,"SVC",1,0,0
"TAG206",2,"SVC",2,2,1.1
"TAG207",2,"DSD",1,0,0
"TAG207",2,"DSD",2,0,0
"TAG207",2,"rest",1,0,0
"TAG207",2,"rest",2,2,0.5
