"","subs","hipp_SN_group","hipp_dmn_group","hipp_FPN_group","amy_SN_group","amy_dmn_group","amy_FPN_group"
"66","sub-TAG009",0.0187845663418998,0.391615588284024,0.155114782369072,-0.11342515863083,-0.000803208541644328,-0.0975772501860707
"67","sub-TAG017",0.166295260932998,0.268590479005779,0.224230573401845,-0.0802923868797839,0.0586938153645039,0.0402264077715829
"68","sub-TAG073",-0.0261751891305313,0.119367503205149,-0.0536552710442293,-0.110891059060211,0.0399345280587043,-0.0325274235673486
"69","sub-TAG080",0.261669034882852,0.305389624738172,0.203216761575098,0.0819414751940069,0.217786652438451,0.101280112081639
"70","sub-TAG093",0.043631840649914,0.191054721110917,0.202765863204361,0.0389823613997317,0.140632264304921,0.172257998192782
"71","sub-TAG099",0.155584160063684,0.346378845502894,0.254858783816803,0.00942399969743369,0.209100306353154,0.19317657383764
"72","sub-TAG112",0.178924444507159,0.192648150729323,0.0876260062017391,-0.0812422667288462,0.0435402481608451,-0.050432950003602
"73","sub-TAG117",0.219467442222537,0.272971780953398,0.12289927717609,0.0198165929756124,0.139282805730309,0.0291271978060322
"74","sub-TAG143",-0.0356970937168066,0.118572153832356,-0.0544069111972729,-0.0843732690857041,0.0696656212423771,-0.0867864385483606
"75","sub-TAG173",0.077965698937909,0.323043651552007,-0.00341865247672949,-0.0475212900631727,0.192683648098563,-0.0505608990368141
