"subjectID","wave","task","run","nVols","percent"
"TAG190",1,"SVC",1,14,7.8
"TAG190",1,"SVC",2,22,12.2
"TAG192",1,"DSD",1,70,31.1
"TAG192",1,"DSD",2,109,48.4
"TAG192",1,"SVC",1,19,10.6
"TAG192",1,"SVC",2,49,27.2
"TAG194",1,"DSD",1,5,2.2
"TAG194",1,"DSD",2,14,6.2
"TAG194",1,"SVC",1,3,1.7
"TAG194",1,"SVC",2,5,2.8
"TAG200",1,"DSD",1,13,5.8
"TAG200",1,"DSD",2,18,8
"TAG200",1,"SVC",1,5,2.8
"TAG200",1,"SVC",2,5,2.8
"TAG202",1,"DSD",1,1,0.4
"TAG202",1,"DSD",2,14,6.6
"TAG202",1,"SVC",1,1,0.6
"TAG202",1,"SVC",2,12,6.7
"TAG203",1,"DSD",1,11,4.9
"TAG203",1,"DSD",2,6,2.7
"TAG203",1,"SVC",1,2,1.1
"TAG203",1,"SVC",2,6,3.3
"TAG206",1,"DSD",1,0,0
"TAG206",1,"DSD",2,51,22.7
"TAG206",1,"SVC",1,1,0.6
"TAG206",1,"SVC",2,1,0.6
"TAG207",1,"DSD",1,4,1.8
"TAG207",1,"DSD",2,8,3.6
"TAG207",1,"SVC",1,2,1.1
"TAG207",1,"SVC",2,5,2.8
"TAG208",1,"DSD",1,1,0.4
"TAG208",1,"DSD",2,3,1.3
"TAG208",1,"SVC",1,0,0
"TAG208",1,"SVC",2,0,0
"TAG209",1,"DSD",1,0,0
"TAG209",1,"DSD",2,1,0.4
"TAG209",1,"SVC",1,0,0
"TAG209",1,"SVC",2,0,0
"TAG210",1,"DSD",1,1,0.7
"TAG210",1,"DSD",2,5,2.2
"TAG210",1,"SVC",1,0,0
"TAG210",1,"SVC",2,0,0
"TAG211",1,"DSD",1,11,4.9
"TAG211",1,"DSD",2,10,4.4
"TAG211",1,"SVC",1,0,0
"TAG211",1,"SVC",2,15,8.3
"TAG215",1,"DSD",1,10,4.4
"TAG215",1,"DSD",2,9,4
"TAG215",1,"SVC",1,1,0.6
"TAG215",1,"SVC",2,0,0
"TAG218",1,"DSD",1,1,0.4
"TAG218",1,"DSD",2,0,0
"TAG218",1,"SVC",1,0,0
"TAG218",1,"SVC",2,0,0
"TAG220",1,"DSD",1,3,1.3
"TAG220",1,"DSD",2,3,1.3
"TAG220",1,"SVC",1,0,0
"TAG220",1,"SVC",2,0,0
"TAG221",1,"DSD",1,13,5.8
"TAG221",1,"DSD",2,30,13.3
"TAG221",1,"SVC",1,9,5
"TAG221",1,"SVC",2,20,11.1
"TAG223",1,"DSD",1,0,0
"TAG223",1,"DSD",2,0,0
"TAG223",1,"SVC",1,0,0
"TAG223",1,"SVC",2,0,0
"TAG224",1,"DSD",1,0,0
"TAG224",1,"DSD",2,5,2.2
"TAG224",1,"SVC",1,16,8.9
"TAG224",1,"SVC",2,0,0
"TAG225",1,"DSD",1,11,4.9
"TAG225",1,"DSD",2,50,22.2
"TAG225",1,"SVC",1,0,0
"TAG225",1,"SVC",2,2,1.1
"TAG232",1,"DSD",1,14,6.2
"TAG232",1,"DSD",2,19,8.4
"TAG232",1,"SVC",1,1,0.6
"TAG232",1,"SVC",2,5,2.8
"TAG233",1,"SVC",1,39,21.7
"TAG233",1,"SVC",2,107,59.4
"TAG238",1,"DSD",1,1,0.4
"TAG238",1,"DSD",2,1,0.4
"TAG238",1,"SVC",1,0,0
"TAG238",1,"SVC",2,0,0
"TAG240",1,"DSD",1,5,2.2
"TAG240",1,"DSD",2,32,14.2
"TAG240",1,"SVC",1,0,0
"TAG240",1,"SVC",2,7,3.9
"TAG243",1,"DSD",1,0,0
"TAG243",1,"DSD",2,0,0
"TAG243",1,"SVC",1,0,0
"TAG243",1,"SVC",2,0,0
"TAG244",1,"DSD",1,128,56.9
"TAG244",1,"DSD",2,85,37.8
"TAG244",1,"SVC",1,9,5
"TAG244",1,"SVC",2,28,15.6
"TAG247",1,"SVC",1,40,22.2
"TAG250",1,"DSD",1,2,0.9
"TAG250",1,"DSD",2,11,4.9
"TAG250",1,"SVC",1,1,0.6
"TAG250",1,"SVC",2,3,1.7
"TAG253",1,"DSD",1,9,4
"TAG253",1,"DSD",2,40,17.8
"TAG253",1,"SVC",1,13,7.2
"TAG253",1,"SVC",2,10,5.6
"TAG261",1,"SVC",1,30,16.7
"TAG261",1,"SVC",2,88,48.9
"TAG266",1,"DSD",1,1,0.4
"TAG266",1,"DSD",2,0,0
"TAG266",1,"SVC",1,0,0
"TAG266",1,"SVC",2,0,0
NA,NA,NA,NA,126,14
